37500,459.66
37600,464.22
37700,401.64
37800,460.39
37900,430.26
38000,456.59
38100,440.32
38200,472.61
38300,2442.31
38400,503.64
38500,431.82
38600,478.45
38700,1439.04
38800,389.15
38900,490.8
39000,482.31
39100,1493.0
39200,464.79
39300,2481.43
39400,489.07
39500,453.56
39600,429.56
39700,445.79
39800,417.63
39900,455.49
40000,406.81
40100,1506.01
40200,1443.68
40300,431.1
40400,428.2
40500,1472.74
40600,426.93
40700,466.71
40800,378.29
40900,436.1
41000,434.65
41100,444.6
41200,457.79
41300,1409.47
41400,1482.97
41500,453.57
41600,1427.38
41700,473.6
41800,401.07
41900,1481.56
42000,452.34
42100,381.47
42200,447.52
42300,449.63
42400,426.39
42500,425.79
42600,446.43
42700,407.89
42800,437.29
42900,446.23
43000,417.42
43100,1486.5
43200,428.16
43300,426.27
43400,458.7
43500,495.12
43600,440.73
43700,452.77
43800,450.49
43900,467.85
44000,449.64
44100,437.57
44200,1456.21
44300,396.97
44400,423.72
44500,409.5
44600,445.7
44700,1427.25
44800,456.98
44900,438.21
45000,1438.99
45100,399.32
45200,486.78
45300,401.39
45400,446.91
45500,410.8
45600,421.32
45700,430.88
45800,427.07
45900,1486.03
46000,422.9
46100,1459.8
46200,411.05
46300,1463.67
46400,403.62
46500,476.46
46600,490.75
46700,427.12
46800,405.05
46900,406.59
47000,524.47
47100,475.42
47200,466.51
47300,1494.52
47400,1508.96
47500,1423.65
47600,439.0
47700,375.77
47800,482.36
47900,429.7
48000,452.55
48100,428.27
48200,449.75
48300,437.66
48400,458.69
48500,430.85
48600,470.14
48700,1457.0
48800,473.9
48900,477.55
49000,452.04
49100,494.85
49200,457.4
49300,2435.55
49400,446.62
49500,487.7
49600,2441.41
49700,1452.76
49800,477.88
49900,439.56
50000,471.95
50100,499.0
50200,1479.13
50300,442.17
50400,1497.82
50500,454.49
50600,489.1
50700,440.65
50800,470.58
50900,1442.49
51000,476.73
51100,421.27
51200,416.08
51300,495.84
51400,396.8
51500,435.72
51600,383.91
51700,1408.77
51800,451.91
51900,3502.98
52000,422.68
52100,434.4
52200,421.38
52300,471.15
52400,496.58
52500,424.82
52600,454.67
52700,408.68
52800,433.42
52900,466.83
53000,488.36
53100,484.84
53200,491.1
53300,445.44
53400,459.9
53500,1436.49
53600,401.93
53700,449.66
53800,1480.95
53900,463.14
54000,1504.4
54100,2446.45
54200,496.05
54300,425.98
54400,503.74
54500,410.83
54600,457.66
54700,458.1
54800,429.61
54900,462.03
55000,434.77
55100,465.5
55200,1414.74
55300,493.63
55400,412.68
55500,410.54
55600,2517.1
55700,456.43
55800,1496.46
55900,1461.75
56000,1545.42
56100,464.47
56200,454.22
56300,442.36
56400,1464.56
56500,3497.68
56600,2505.24
56700,497.12
56800,442.86
56900,396.77
57000,433.97
57100,480.51
57200,1425.08
57300,1484.95
57400,497.91
57500,1515.06
57600,1430.24
57700,1481.34
57800,1492.78
57900,489.37
58000,1449.03
58100,437.88
58200,457.4
58300,467.19
58400,430.2
58500,454.65
58600,420.17
58700,513.61
58800,2478.42
58900,1465.48
59000,491.7
59100,416.14
59200,502.35
59300,480.56
59400,1470.19
59500,1458.57
59600,1450.94
59700,461.8
59800,404.23
59900,1480.22
60000,424.09
60100,461.29
60200,398.24
60300,406.41
60400,1437.5
60500,474.18
60600,1458.28
60700,452.98
60800,2493.45
60900,1514.85
61000,465.54
61100,407.05
61200,1489.72
61300,2453.82
61400,1450.05
61500,430.54
61600,454.13
61700,458.31
61800,482.18
61900,425.2
62000,1509.75
62100,1493.9
62200,478.37
62300,1472.22
62400,476.44
62500,416.9
62600,455.43
62700,428.98
62800,1457.42
62900,1480.74
63000,500.75
63100,495.04
