100,-16.54
200,-55.47
300,-85.16
400,-33.92
500,-10.01
600,-22.83
700,-16.31
800,8.53
900,27.75
1000,36.76
1100,42.6
1200,70.4
1300,112.49
1400,102.83
1500,91.65
1600,104.66
1700,165.87
1800,163.6
1900,175.29
2000,180.64
2100,177.74
2200,202.09
2300,225.53
2400,180.09
2500,215.88
2600,218.5
2700,182.19
2800,166.5
2900,211.34
3000,207.29
3100,227.47
3200,249.66
3300,226.68
3400,217.29
3500,222.52
3600,255.94
3700,258.01
3800,224.21
3900,199.41
4000,223.65
4100,200.8
4200,246.07
4300,193.22
4400,213.96
4500,204.88
4600,221.56
4700,196.5
4800,225.22
4900,231.76
5000,212.17
5100,174.78
5200,177.6
5300,205.53
5400,197.58
5500,265.96
5600,261.89
5700,256.42
5800,245.99
5900,210.93
6000,255.28
6100,377.78
6200,2431.49
6300,443.29
6400,234.54
6500,278.62
6600,206.42
6700,268.34
6800,219.48
6900,249.37
7000,248.21
7100,276.18
7200,189.51
7300,205.2
7400,256.98
7500,230.51
7600,267.96
7700,249.21
7800,289.02
7900,266.4
8000,287.36
8100,268.62
8200,301.81
8300,314.86
8400,1319.74
8500,1311.62
8600,290.79
8700,301.15
8800,1294.75
8900,270.32
9000,277.8
9100,274.78
9200,270.64
9300,283.71
9400,1313.04
9500,296.05
9600,316.89
9700,319.93
9800,331.96
9900,284.85
10000,278.24
10100,281.9
10200,323.08
10300,321.48
10400,415.22
10500,348.0
10600,388.83
10700,344.93
10800,412.88
10900,336.36
11000,381.26
11100,1397.55
11200,335.1
11300,365.43
11400,380.6
11500,1415.64
11600,370.4
11700,388.69
11800,392.72
11900,412.54
12000,354.35
12100,410.85
12200,417.05
12300,1363.09
12400,423.29
12500,387.99
12600,367.09
12700,381.56
12800,401.58
12900,358.79
13000,441.21
13100,1435.16
13200,382.54
13300,367.51
13400,1375.33
13500,367.93
13600,1392.58
13700,380.07
13800,1422.22
13900,370.59
14000,402.76
14100,402.38
14200,423.8
14300,364.1
14400,417.98
14500,365.38
14600,1402.76
14700,398.63
14800,460.31
14900,374.98
15000,441.54
15100,434.23
15200,423.71
15300,1381.94
15400,1480.91
15500,411.93
15600,434.92
15700,498.27
15800,434.66
15900,381.05
16000,1379.19
16100,426.04
16200,438.85
16300,388.65
16400,505.4
16500,399.1
16600,2428.55
16700,391.81
16800,461.8
16900,435.96
17000,407.71
17100,392.93
17200,462.37
17300,457.8
17400,485.9
17500,445.68
17600,426.53
17700,440.95
17800,1467.67
17900,380.7
18000,414.83
18100,1441.65
18200,403.0
18300,441.9
18400,499.49
18500,438.57
18600,473.61
18700,407.75
18800,415.39
18900,443.15
19000,1460.23
19100,448.92
19200,417.42
19300,435.91
19400,427.48
19500,455.91
19600,1395.05
19700,1399.48
19800,479.18
19900,418.28
20000,390.98
20100,406.18
20200,436.21
20300,468.75
20400,403.21
20500,436.67
20600,404.23
20700,1499.88
20800,1452.87
20900,428.32
21000,1469.99
21100,485.43
21200,1475.25
21300,441.1
21400,437.49
21500,449.55
21600,476.7
21700,398.04
21800,455.6
21900,470.76
22000,437.93
22100,462.22
22200,434.51
22300,431.34
22400,502.49
22500,1435.75
22600,385.18
22700,428.23
22800,418.38
22900,1428.36
23000,454.8
23100,1438.34
23200,400.19
23300,429.27
23400,1463.76
23500,441.24
23600,441.93
23700,2478.89
23800,455.43
23900,432.57
24000,484.12
24100,492.23
24200,456.77
24300,386.78
24400,441.69
24500,1442.93
24600,404.85
24700,472.18
24800,425.07
24900,1439.86
25000,1401.42
25100,410.44
25200,424.68
25300,478.51
25400,420.82
25500,460.18
25600,409.23
25700,1445.54
25800,431.73
25900,431.19
26000,1429.02
26100,455.11
26200,1436.77
26300,409.22
26400,438.64
26500,439.67
26600,1413.07
26700,451.82
26800,392.87
26900,464.86
27000,441.93
27100,1421.65
27200,418.0
27300,447.61
27400,428.28
27500,448.0
27600,452.82
27700,438.9
27800,462.23
27900,464.42
28000,420.54
28100,427.3
28200,456.69
28300,469.93
28400,465.15
28500,466.98
28600,1446.29
28700,431.8
28800,466.5
28900,453.33
29000,386.98
29100,440.81
29200,398.87
29300,412.83
29400,449.19
29500,434.21
29600,399.45
29700,382.34
29800,443.53
29900,1442.54
30000,450.51
30100,458.13
30200,467.81
30300,1456.26
30400,488.47
30500,461.95
30600,429.48
30700,431.16
30800,390.93
30900,429.1
31000,447.95
31100,480.7
31200,374.23
31300,1451.99
31400,425.86
31500,1410.44
31600,495.17
31700,478.77
31800,1425.3
31900,447.31
32000,438.25
32100,1445.23
32200,427.3
32300,406.31
32400,427.8
32500,456.81
32600,442.76
32700,425.83
32800,418.08
32900,414.61
33000,434.08
33100,414.44
33200,439.1
33300,465.98
33400,436.01
33500,1429.23
33600,387.74
33700,454.47
33800,420.25
33900,1486.0
34000,468.18
34100,486.52
34200,498.13
34300,482.49
34400,1477.86
34500,410.13
34600,2462.93
34700,461.99
34800,416.77
34900,430.81
35000,390.68
35100,429.41
35200,439.7
35300,450.13
35400,395.28
35500,1421.28
35600,1444.84
35700,1446.98
35800,420.98
35900,435.24
36000,410.96
36100,1475.77
36200,1511.91
36300,422.2
36400,1522.23
36500,415.02
36600,1444.18
36700,420.16
36800,459.09
36900,1456.6
37000,465.85
37100,1438.2
37200,395.84
37300,1402.27
37400,431.16
